Center,Left,Right,Steering,Throttle,Brake,Speed
F:\Car_data\IMG\center_2020_02_10_23_28_27_867.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_27_867.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_27_867.jpg,0,1,0,30.1902
F:\Car_data\IMG\center_2020_02_10_23_28_27_940.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_27_940.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_27_940.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_28_28_013.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_013.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_013.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_28_28_086.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_086.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_086.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_28_155.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_155.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_155.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_28_28_226.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_226.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_226.jpg,0,1,0,30.19032
F:\Car_data\IMG\center_2020_02_10_23_28_28_299.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_299.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_299.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_28_369.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_369.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_369.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_28_442.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_442.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_442.jpg,-0.2,1,0,30.17988
F:\Car_data\IMG\center_2020_02_10_23_28_28_513.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_513.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_513.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_28_28_584.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_584.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_584.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_28_28_656.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_656.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_656.jpg,0,1,0,30.19032
F:\Car_data\IMG\center_2020_02_10_23_28_28_730.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_730.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_730.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_28_801.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_801.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_801.jpg,-0.1,1,0,30.18784
F:\Car_data\IMG\center_2020_02_10_23_28_28_876.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_876.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_876.jpg,0,1,0,30.18609
F:\Car_data\IMG\center_2020_02_10_23_28_28_950.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_28_950.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_28_950.jpg,0,1,0,30.19014
F:\Car_data\IMG\center_2020_02_10_23_28_29_024.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_024.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_024.jpg,0,1,0,30.19007
F:\Car_data\IMG\center_2020_02_10_23_28_29_099.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_099.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_099.jpg,0,1,0,30.19032
F:\Car_data\IMG\center_2020_02_10_23_28_29_173.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_173.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_173.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_28_29_246.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_246.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_246.jpg,0,1,0,30.19023
F:\Car_data\IMG\center_2020_02_10_23_28_29_313.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_313.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_313.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_29_387.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_387.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_387.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_28_29_459.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_459.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_459.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_28_29_530.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_530.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_530.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_28_29_602.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_602.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_602.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_29_675.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_675.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_675.jpg,-0.2,1,0,30.1798
F:\Car_data\IMG\center_2020_02_10_23_28_29_747.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_747.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_747.jpg,-0.35,1,0,30.16344
F:\Car_data\IMG\center_2020_02_10_23_28_29_818.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_818.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_818.jpg,0,1,0,30.18954
F:\Car_data\IMG\center_2020_02_10_23_28_29_890.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_890.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_890.jpg,0,1,0,30.19009
F:\Car_data\IMG\center_2020_02_10_23_28_29_961.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_29_961.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_29_961.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_28_30_031.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_031.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_031.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_28_30_100.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_100.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_100.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_28_30_171.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_171.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_171.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_28_30_240.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_240.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_240.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_28_30_311.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_311.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_311.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_28_30_378.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_378.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_378.jpg,0,1,0,30.19038
F:\Car_data\IMG\center_2020_02_10_23_28_30_446.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_446.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_446.jpg,0,1,0,30.19034
F:\Car_data\IMG\center_2020_02_10_23_28_30_518.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_518.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_518.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_30_593.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_593.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_593.jpg,0.05,1,0,30.18985
F:\Car_data\IMG\center_2020_02_10_23_28_30_666.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_666.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_666.jpg,0.2,1,0,30.17988
F:\Car_data\IMG\center_2020_02_10_23_28_30_738.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_738.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_738.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_28_30_811.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_811.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_811.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_28_30_885.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_885.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_885.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_28_30_961.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_30_961.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_30_961.jpg,-0.15,1,0,30.18375
F:\Car_data\IMG\center_2020_02_10_23_28_31_035.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_035.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_035.jpg,0,1,0,30.19115
F:\Car_data\IMG\center_2020_02_10_23_28_31_103.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_103.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_103.jpg,0,1,0,30.18998
F:\Car_data\IMG\center_2020_02_10_23_28_31_176.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_176.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_176.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_28_31_253.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_253.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_253.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_28_31_328.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_328.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_328.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_28_31_397.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_397.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_397.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_28_31_465.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_465.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_465.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_31_537.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_537.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_537.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_28_31_604.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_604.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_604.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_28_31_671.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_671.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_671.jpg,0,1,0,30.19016
F:\Car_data\IMG\center_2020_02_10_23_28_31_743.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_743.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_743.jpg,0,1,0,30.19034
F:\Car_data\IMG\center_2020_02_10_23_28_31_816.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_816.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_816.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_28_31_886.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_886.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_886.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_31_953.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_31_953.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_31_953.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_32_027.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_027.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_027.jpg,-0.1,1,0,30.18766
F:\Car_data\IMG\center_2020_02_10_23_28_32_096.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_096.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_096.jpg,0,1,0,30.18596
F:\Car_data\IMG\center_2020_02_10_23_28_32_168.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_168.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_168.jpg,0,1,0,30.19011
F:\Car_data\IMG\center_2020_02_10_23_28_32_244.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_244.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_244.jpg,0,1,0,30.19023
F:\Car_data\IMG\center_2020_02_10_23_28_32_318.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_318.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_318.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_28_32_385.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_385.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_385.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_32_452.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_452.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_452.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_32_526.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_526.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_526.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_28_32_597.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_597.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_597.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_28_32_668.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_668.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_668.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_28_32_740.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_740.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_740.jpg,-0.05,1,0,30.18977
F:\Car_data\IMG\center_2020_02_10_23_28_32_814.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_814.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_814.jpg,-0.25,1,0,30.17471
F:\Car_data\IMG\center_2020_02_10_23_28_32_881.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_881.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_881.jpg,0,1,0,30.18295
F:\Car_data\IMG\center_2020_02_10_23_28_32_954.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_32_954.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_32_954.jpg,0,1,0,30.18946
F:\Car_data\IMG\center_2020_02_10_23_28_33_029.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_029.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_029.jpg,0,1,0,30.19013
F:\Car_data\IMG\center_2020_02_10_23_28_33_096.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_096.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_096.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_28_33_164.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_164.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_164.jpg,0,1,0,30.19015
F:\Car_data\IMG\center_2020_02_10_23_28_33_231.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_231.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_231.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_28_33_300.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_300.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_300.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_28_33_368.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_368.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_368.jpg,0,1,0,30.19034
F:\Car_data\IMG\center_2020_02_10_23_28_33_443.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_443.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_443.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_28_33_515.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_515.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_515.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_28_33_586.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_586.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_586.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_28_33_660.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_660.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_660.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_33_729.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_729.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_729.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_33_797.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_797.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_797.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_33_864.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_864.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_864.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_28_33_939.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_33_939.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_33_939.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_34_014.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_014.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_014.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_28_34_088.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_088.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_088.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_34_158.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_158.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_158.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_34_225.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_225.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_225.jpg,0,1,0,30.19018
F:\Car_data\IMG\center_2020_02_10_23_28_34_293.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_293.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_293.jpg,-0.1,1,0,30.18766
F:\Car_data\IMG\center_2020_02_10_23_28_34_362.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_362.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_362.jpg,-0.25,1,0,30.17476
F:\Car_data\IMG\center_2020_02_10_23_28_34_433.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_433.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_433.jpg,0,1,0,30.18873
F:\Car_data\IMG\center_2020_02_10_23_28_34_503.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_503.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_503.jpg,0,1,0,30.19002
F:\Car_data\IMG\center_2020_02_10_23_28_34_572.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_572.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_572.jpg,0,1,0,30.1902
F:\Car_data\IMG\center_2020_02_10_23_28_34_645.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_645.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_645.jpg,-0.15,1,0,30.18536
F:\Car_data\IMG\center_2020_02_10_23_28_34_713.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_713.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_713.jpg,0,1,0,30.19067
F:\Car_data\IMG\center_2020_02_10_23_28_34_780.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_780.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_780.jpg,0,1,0,30.18998
F:\Car_data\IMG\center_2020_02_10_23_28_34_848.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_848.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_848.jpg,0,1,0,30.1902
F:\Car_data\IMG\center_2020_02_10_23_28_34_917.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_917.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_917.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_34_991.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_34_991.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_34_991.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_28_35_060.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_060.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_060.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_28_35_131.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_131.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_131.jpg,0,1,0,30.19032
F:\Car_data\IMG\center_2020_02_10_23_28_35_206.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_206.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_206.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_28_35_274.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_274.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_274.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_28_35_342.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_342.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_342.jpg,0,1,0,30.19013
F:\Car_data\IMG\center_2020_02_10_23_28_35_412.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_412.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_412.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_28_35_480.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_480.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_480.jpg,-0.05,1,0,30.1897
F:\Car_data\IMG\center_2020_02_10_23_28_35_548.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_548.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_548.jpg,-0.2,1,0,30.17981
F:\Car_data\IMG\center_2020_02_10_23_28_35_618.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_618.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_618.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_28_35_686.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_686.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_686.jpg,0,1,0,30.19023
F:\Car_data\IMG\center_2020_02_10_23_28_35_754.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_754.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_754.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_28_35_824.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_824.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_824.jpg,-0.05,1,0,30.18983
F:\Car_data\IMG\center_2020_02_10_23_28_35_892.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_892.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_892.jpg,-0.25,1,0,30.17522
F:\Car_data\IMG\center_2020_02_10_23_28_35_962.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_35_962.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_35_962.jpg,0,1,0,30.1893
F:\Car_data\IMG\center_2020_02_10_23_28_36_033.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_36_033.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_36_033.jpg,0,1,0,30.19016
F:\Car_data\IMG\center_2020_02_10_23_28_36_105.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_36_105.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_36_105.jpg,-0.1,1,0,30.18861
F:\Car_data\IMG\center_2020_02_10_23_28_36_179.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_36_179.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_36_179.jpg,0,1,0,30.18642
F:\Car_data\IMG\center_2020_02_10_23_28_36_248.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_36_248.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_36_248.jpg,0,1,0,30.19005
F:\Car_data\IMG\center_2020_02_10_23_28_36_320.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_36_320.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_36_320.jpg,0,1,0,30.19022
F:\Car_data\IMG\center_2020_02_10_23_28_36_394.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_36_394.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_36_394.jpg,0,1,0,30.19022
F:\Car_data\IMG\center_2020_02_10_23_28_36_460.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_36_460.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_36_460.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_28_36_533.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_36_533.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_36_533.jpg,0,1,0,30.19024
F:\Car_data\IMG\center_2020_02_10_23_28_36_602.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_36_602.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_36_602.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_28_36_674.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_36_674.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_36_674.jpg,0,1,0,30.19057
F:\Car_data\IMG\center_2020_02_10_23_28_36_745.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_36_745.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_36_745.jpg,0,1,0,30.19029
